glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref
Glc(b1-2)[GalNAc(a1-3)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(b1-3)Glc(b1-3)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHep4P(a1-3)LDManHep4P(a1-5)[Kdo(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/25753722/
Glc(b1-2)[GalNAc(a1-3)]Man(b1-4)Man(b1-3)GlcNAc(a1-4)GalNAc(a1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(b1-3)Glc(b1-3)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHep4P(a1-3)LDManHep4P(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN2Myr3Myr4P(b1-6)GlcN1P2Myr3Myr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/25753722/
Glc(b1-2)[GalNAc(a1-3)]Man(b1-4)Man(b1-3)GlcNAc(b1-3)Glc(a1-3)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHep4P(a1-3)LDManHep4P(a1-5)[Kdo(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/24047996/
Glc(b1-2)[GalNAc(a1-3)]Man(b1-4)Man(b1-3)GlcNAc(b1-3)Glc(a1-3)[Gal(a1-2)Gal(a1-2)]Glc(a1-3)Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtN(a1-5)[Kdo(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-2)[Rha(a1-3)]Rha(a1-2)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-2)[Rha(a1-3)]Rha(a1-2)Rha(a1-3)[Glc(b1-2)]Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)6dTal(a1-3)D-FucNAc(a1-2)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)6dTal(a1-3)GlcNAc(b1-2)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)6dTal2Ac(a1-3)D-FucNAc(a1-2)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Glc(b1-3)6dTal2Ac(a1-3)GlcNAc(b1-2)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Glc(b1-3)D-RhaNAc(a1-4)GalNAc(a1-3)Fuc(a1-4)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)Gal(a1-3)Man(a1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)GalNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://iopscience.iop.org/article/10.1070/RCR4856
Glc(b1-3)GalNAc(a1-2)D-RhaNAc(a1-3)Fuc(a1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)GalNAc(a1-2)D-RhaNAc(a1-3)Fuc(a1-4)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)GalNAc(a1-2)RhaNAc(a1-3)Fuc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.sciencedirect.com/science/article/pii/S0022283619304528
Glc(b1-3)GalNAc(a1-2)RhaNAc(a1-3)Fuc(a1-4)Glc(b1-3)GalNAc(a1-2)RhaNAc(a1-3)Fuc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.sciencedirect.com/science/article/pii/S0022283619304528
Glc(b1-3)GalNAc(b1-7)Neu5Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)GalNAc1PP,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23765664/
Glc(b1-3)Glc(b1-6)Glc(b1-6)Glc(b1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)GlcNAc(b1-7)Neu5Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)GlcNAc(b1-7)Neu5Ac(a2-3)Glc(b1-3)GlcNAc(b1-7)Neu5Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-3)GlcNAc4PGro(b1-3)GlcNAc(a1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27058293/
Glc(b1-3)Rha(a1-3)Rha(a1-2)Rha(a1-3)GlcNAc(a1-3)Rha(a1-4)GalA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27308210/
Glc(b1-3)[GalOPyr(a1-4)]Gal(a1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-4)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-4)GlcA(a1-3)Fuc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://iopscience.iop.org/article/10.1070/RCR4856
Glc(b1-4)GlcA(b1-4)Fuc2Ac(a1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.pnas.org/content/116/37/18655
Glc(b1-4)GlcA(b1-4)Fuc3Ac(a1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.pnas.org/content/116/37/18655
Glc(b1-4)[Fruf(b2-3)]GlcOP(a1-4)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
Glc(b1-4)[Glc(a1-6)Gal(a1-3)]FucNAc(a1-3)GlcNAc1PGro(b1-6)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Glc(b1-4)[GlcA(a1-3)]Man(b1-4)Glc(a1-3)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.pnas.org/content/116/37/18655
Glc(b1-6)GlcNAc(a1-3)FucNAc(a1-3)GlcNAc(b1-2)Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Glc1PGro(b1-4)GlcNAc(b1-3)GlcNAc(a1-3)Glc1PGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
Glc2PGro(b1-4)GlcNAc(b1-3)GlcNAc(a1-3)Glc2PGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31414285/
Glc3PGro(b1-4)GlcNAc(b1-3)GlcNAc(a1-3)Glc3PGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31414285/
Glc4P(a1-3)Fuc(a1-3)GlcNAc(b1-2)[D-6dTal(a1-3)]Fuc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27083849/
Glc6PEtN(b1-4)Glc(b1-4)Glc6PEtN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29348238/
Glc6PGro(b1-4)[Glc(a1-6)Gal(a1-3)]FucNAc(a1-3)GlcNAc(b1-3)Glc6PGro,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27058293/
Glc6PGroA(a1-4)Gal(b1-4)Glc(b1-3)GlcNAc(b1-4)Glc6PGroA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
GlcA(a1-3)Fuc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://iopscience.iop.org/article/10.1070/RCR4856
GlcA(a1-3)[GlcNAc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(a1-4)GlcNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-2)[Gal(a1-3)]Man(a1-4)Rha(a1-3)GlcNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/30448500/
GlcA(b1-2)[Gal(a1-3)]Man(a1-4)Rha(a1-3)[Glc(a1-4)]GlcNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/30448500/
GlcA(b1-3)FucNAc(a1-3)[Glc(b1-4)]GlcNAc(b1-6)Gal(a1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)Gal(a1-3)Man(a1-3)Gal,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)GalNAc(a1-3)GalNAc(a1-2)Fuc(a1-2)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)GalNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://iopscience.iop.org/article/10.1070/RCR4856
GlcA(b1-3)GlcNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc(b1-4)GlcA(b1-3)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)GlcNAc(b1-8)LegNAcAla,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)Rha,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)Rha(a1-3)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29357266/
GlcA(b1-3)Rha(a1-3)Rha(a1-3)Rha(a1-3)Gal(b1-3)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)Rha(a1-4)GlcNAc(a1-6)GalNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)Rha(a1-4)GlcNAc(a1-6)GalNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-3)[Glc(b1-2)]Man(b1-4)Man(b1-3)GlcNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
GlcA(b1-4)FucNAc(a1-3)[Glc(b1-4)]GlcNAc(b1-6)Gal(a1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://iopscience.iop.org/article/10.1070/RCR4856
GlcA(b1-4)FucNAcOAc(a1-3)[Glc(b1-4)]GlcNAc(b1-6)Gal(a1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-4)GalNAc(b1-4)GalNAc(a1-3)GalNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23770694/
GlcA(b1-4)GalNAc3Ac(b1-4)GalNAc(a1-3)GalNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
GlcA(b1-4)Glc(b1-3)ManOAcOPyr(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-4)GlcNAc(a1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://link.springer.com/article/10.1007/s00253-019-09969-8?utm_source=other&utm_medium=other&utm_content=null&utm_campaign=BSCN_2_DD01_CN_springer_article_paid_XMOL
GlcA(b1-4)GlcNAc(b1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://www.sciencedirect.com/science/article/pii/S0144861714009187
GlcA(b1-4)[Glc(a1-4)Gal(b1-3)]Gal(b1-3)Gal(b1-2)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA(b1-4)[GlcNAc(b1-2)]GlcA(b1-3)GlcNAc(a1-4)GlcA,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
GlcA6Ac(a1-2)[Ribf(b1-3)]RhaOAc(a1-3)Rha(b1-4)Rha(b1-3)GlcNAcOAc(b1-4)GlcA6Ac,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcA6GroN(b1-4)Glc(b1-4)GalA(b1-3)GlcNAc(b1-3)GlcA6GroN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/26297000/
GlcA6Thr(a1-4)Gal(a1-3)Gal(a1-3)GlcNAc(b1-4)GlcA6Thr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
GlcA6Thr(b1-3)Rha(a1-3)GlcA6Thr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/23746650/
GlcA6Thr(b1-6)Gal(b1-6)Glc(b1-3)GalNAc(b1-4)GlcA6Thr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
GlcA6ThrAc(b1-6)Gal(b1-6)Glc(b1-3)GalNAc6Ac(b1-4)GlcA6ThrAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/31778182/
GlcAOS(a1-4)GlcNAcOS(b1-4)GlcAOS,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcAOS(a1-4)GlcOSN(b1-4)GlcAOS,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcASer(b1-3)Rha(a1-3)GlcASer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcASer(b1-4)GlcNAc(a1-6)GlcNAc(a1-4)GlcASer,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcN(a1-2)Glc(a1-2)Gal(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcN(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcN(a1-2)[Gal(b1-4)]Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcN(a1-7)LDManHep(a1-7)[Glc(a1-3)]LDManHep(a1-3)LDManHepOP(a1-5)Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcN(a1-7)LDManHep(a1-7)[Glc(a1-3)]LDManHep(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcN(a1-7)LDManHep(a1-7)[Glc(a1-3)]LDManHepOP(a1-3)LDManHepOPPEtN(a1-5)[KdoOPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcN(b1-6)GlcN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcN(b1-7)LDManHep(a1-6)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHep4P(a1-3)LDManHep4P(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN2Myr3Myr4P(b1-6)GlcN1P2Myr3Myr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/28122220/
GlcN2Myr3Myr4P(b1-6)GlcN1P2Myr3Myr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/30649292/
GlcN2Myr3Myr4P(b1-6)GlcN1P2Myr3Myr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/36196535/
GlcN2Myr3Myr4PPEtN(b1-6)GlcN1PPEtN2Myr3Myr,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/29321776/
GlcN4P(b1-6)GlcN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcN4PEtN(b1-6)GlcN,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(?1-?)GlcNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(?1-?)MurNAc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(a1-2)Ery-onic,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,https://pubmed.ncbi.nlm.nih.gov/27293097/
GlcNAc(a1-2)Glc(a1-2)Glc(a1-2)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOPPEtN(a1-3)LDManHepOPPEtN(a1-5)[Gal(a1-7)Kdo(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(a1-2)Glc(a1-2)Glc(a1-2)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOPPEtN(a1-3)LDManHepOPPEtN(a1-5)[Kdo(a2-4)Kdo(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)DDManHep,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHep(a1-3)LDManHep,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOP(a1-5)[Kdo(a2-4)]Kdo(a2-6)GlcN4P(b1-6)GlcN1P,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtN(a1-5)[Gal(a1-7)Kdo(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtN(a1-5)[Kdo(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
GlcNAc(a1-2)Glc(a1-2)Glc(a1-3)[Gal(a1-6)]Glc(a1-3)[LDManHep(a1-7)]LDManHepOP(a1-3)LDManHepOPPEtN(a1-5)[KdoOPPEtN(a2-4)]Kdo,Escherichia_coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,Bacteria,
